,File,Piece Color,Piece Type,Position,ID
19,f3472518906.jpg,,,C4,1ZHVy15ejRXg6lD80aWE8zyWcLB9zKnJ-
20,f0612753894.jpg,,,C5,1lzNkRufiU7hf-3OXJqjaP_mKJSEUtl4m
21,f1954368270.jpg,,,C6,1IUn_0FOz9qjlsZTDvs9hYwlHEG5RK9B9
22,f9408617523.jpg,,,C7,1fv_Kfh66ypFwuxKV2tBfU2eIFW7P05cg
23,f9013276485.jpg,,,C8,146WeU_XtJs6m0ow8J3FHieOymIPLjOGr
24,f8142390675.jpg,,,D1,1l3vFp0QbGa9TolusVdBtuDzmMzH5abyu
25,f8079513426.jpg,,,D2,1zpSh-5H5QPimf8dqJPqUZrNnGZe4cnl7
26,f6507942318.jpg,,,D3,1VinSXLDw7PPYjO65x6EsXYPss80wQVxk
27,f6824059713.jpg,,,D4,1VjSWk0k4nrqKrOvYKvTm6BK6gyeDHMiz
28,f5734801269.jpg,,,D5,1UP-pj8gpUundW_XD39yAui7aOIJAuZgz
29,f7398204651.jpg,,,D6,1_6qEFDcc78Xyep6Bg9Ia4U9m4qskScWS
30,f9201483567.jpg,,,D7,1kfAMd9TRgcA5lY0BKKCtTIP03tjtrUL0
31,f8629417503.jpg,,,D8,1lUlqaxhmXwbSOY7EUyhn2cg5j0EUiDe2
32,f1285970436.jpg,,,E1,1mROSmX9tlcNCVoV2FMboGyuste4kFZMi
33,f5903428617.jpg,,,E2,1ZBwM4oGTIBC5ShnnVVApfnN2kCeSRAUj
34,f8317596042.jpg,,,E3,1QP3klkiSwwnuDiDeJEiQiJOkIgjiV9n_
35,f9802614753.jpg,,,E4,1rQSG99ieygg_RgDIV3Lhj0E04Kb5YTJN
36,f4028156793.jpg,,,E5,1PGQknnWx0ZfZYgHfdiJNK5S3_R8VTg1i
37,f2743508619.jpg,,,E6,1Ptbsu1_Czdr-qsYs9HGXEllbSLV4SJoK
38,f0795124683.jpg,,,E7,1RiJFk_FjLBXTZa9_AFnMC4zuUxw8UkJE
39,f5617498230.jpg,,,E8,1XmgEQfBmqoRk6ZctEn-EM8-3cSRAo--X
40,f6123849075.jpg,,,F1,1W3EOo6-S97JEDxXecBUdpDxQKz_xUSd2
41,f3407691258.jpg,,,F2,1MshaqaQbre1L1ekUumKPDwx0Z7fv-m0E
42,f3084157962.jpg,,,F3,1orxQAHnz_TzBkJq8j2PFdU6m0v_eGgP4
43,f1457092836.jpg,,,F4,1aVOnRX_ZeYW4X_mQcozb5nITqaMJ3Rxg
44,f0178364295.jpg,,,F5,13ipfgXt0huG0lMuEd1g-msmpKnrdAJK2
45,f0283561497.jpg,,,F6,1zo65s8CDTq557xPwlbLVKl5cOn4KPRzv
46,f2984716530.jpg,,,F7,106wby0aI9247D5mSw8NmnGGrvA1faGEV
47,f2713058496.jpg,,,F8,11B4aTBgxNhjVl3d9xOSokfffUQtxPC3s
48,f0729631548.jpg,,,G1,16Xuim06CCg2ZnvE8_QO4HV1Xcqm3RHx-
49,f2760931845.jpg,,,G2,1v_XF8o7jwoUw6g15zvsSSFFcyZi0rHsq
50,f5672819403.jpg,,,G3,1pXQoMAZRf11gtrcF3ExVq4aahdLDkc4H
51,f8269451703.jpg,,,G4,1BNq07ouvx-GXtrB4yhCNKCjRJfRQ7iWD
52,f0257193486.jpg,,,G5,1SPvt-PgMoyS4GyBemdJkolvB8fevraE6
53,f8604371925.jpg,,,G6,1l9WZFfa9-sfPZjl3b_omCwOw1gGkPmIX
54,f6789135402.jpg,,,G7,1ymotE6QO2CtJh3pvf2xwo9s1c5fVGLlY
55,f6591278340.jpg,,,G8,1hQC2XV6HUcmuu50UxXcCcf18znGI8-S3
56,f8935714602.jpg,,,H1,1pxwJdbwflmpWSCxpHmNEAlKJJUX3wLWY
57,f5641098372.jpg,,,H2,1S0bnTsxkM2Jyv6Z9pU_uebVSd10nJgsC
58,f8162403957.jpg,,,H3,1ktFhyWyQD2p3jcgyUJmFx24jsJqhUZ3Y
59,f8091327546.jpg,,,H4,164J8A0kJn0qutCr5i6JZiMYw6vEc17bt
60,f3695072841.jpg,,,H5,17a46w0RvbcXPCPHidR6dPudPlLoOFzYv
61,f4823517069.jpg,,,H6,11HeKgJR8xrxICDIrXi-MTaNsIGwnZDDl
62,f9312046857.jpg,,,H7,1xPR5pvnbbPoTxwSWBB2OCAhZGBkFZ_Xu
63,f5632170489.jpg,,,H8,1bySITSaDRNKyT5dgkOqHncOEw8dEN038
0,f7658021349.jpg,BLUE,KNIGHT,A1,1Shr2Aueul8Y018pd7T6QEnQPhlYnr_5V
1,f1542380976.jpg,BLUE,PAWN,A2,1ooDoGlREPJMJgpFB5EmHTUV7qpKfnX6i
2,f2964851307.jpg,ORANGE,PAWN,A3,1NMwC_eLB-Z59Cg_V1gXXIJ-gDylQgk_s
3,f1207395864.jpg,,,A4,1-RaZuwduw0hOKljSZG3QoTHwN1CJBMYA
4,f6570124398.jpg,,,A5,11Nk7cpWVILxBYBxTXBFPsZE0ZBvEuxlT
5,f8502643917.jpg,,,A6,1hQxJJpp325jeZaet94zMul36wFnWqNK7
6,f0492138765.jpg,,,A7,1ABg3bMUajvt1_wGu5LzXGhYLaiMXvc9A
7,f5834261097.jpg,,,A8,16_8X9W6vrqpYwm3ZWIL6rvE4D6KFUuQJ
8,f0612958734.jpg,,,B1,1Ly0vCMTG7MqP326Dybfcggq5u5kGubr0
9,f3902618547.jpg,,,B2,1r3bYqhY7uF3rjHuw7Z70P0gRnYriWCBi
10,f5284631907.jpg,,,B3,18EOfprwOptJPymz8Y5fcSFFk90KnU9Sk
11,f3602184795.jpg,,,B4,1SCec5xbb2Il5L5AE5FACtcgNpokyMF_h
12,f9640187532.jpg,,,B5,1ElPj_nVkGAR32BQvSDuKzjUE4ybbKX1t
13,f2043815697.jpg,,,B6,1SbIiFBOPidsDs3kB-2EUS1SiFs3X6G19
14,f9508143762.jpg,,,B7,11RBMWOAwikWa2ChRw0XXoUh8Jxl4qvGO
15,f3916852704.jpg,,,B8,1vx_QBrbXgyA_7XKoHpyVk_6WDUVyd1kI
16,f1358942607.jpg,,,C1,1XgH_Wdil4uCIRy0XN5yGQnlsN0wJaiT-
17,f2894517036.jpg,,,C2,18EdMRp4ZtESJft6sq0TBsHOjNcNgJxJ_
18,f0512798634.jpg,,,C3,198SQ-A3YXluKQ-pV8FT0p28jsGPmftYd
19,f3472518906.jpg,,,C4,1l199aOZd2xQxRG3G0aI1KOSr9qEk66YE
20,f0612753894.jpg,,,C5,1tYM349hB23V-ldUFPq5erNh1gcYIvPPI
21,f1954368270.jpg,,,C6,1xUirIXj3jh254Jndgok3KEhsZSFCFmDO
22,f9408617523.jpg,,,C7,1V4M8ZVqKUMBRUr_KCLy4giVqZ0ht9BVD
23,f9013276485.jpg,,,C8,17THpMYJl2FopIwcld3N_4k8xdvqlxOhQ
24,f8142390675.jpg,,,D1,1fgC7Q9eJRiXl14B4GwaPfywgrGW2mvnI
25,f8079513426.jpg,,,D2,1KIg1DnHZbJbSmE5BbZ6ktozoVvdpfNTO
26,f6507942318.jpg,,,D3,1pYvs3BUrvuXcfnZyodUViEhKCYd8ZkTQ
27,f6824059713.jpg,,,D4,1DRD6Dak2-KgC67mlz8KlHSEeAAxqQMmL
28,f5734801269.jpg,,,D5,1iqafD5pEbsKzqG2zl1slGuuPcn8Q22qD
29,f7398204651.jpg,,,D6,1qyTAkKDiKMKUO34f3vGMYVYRhBfkemX6
30,f9201483567.jpg,,,D7,18v24ybzT8iKaDuQDSZiM-IO0NIovlpDw
31,f8629417503.jpg,,,D8,19jljh17Ji-Cb99NtvGJg-dEnxKOI6fAk
32,f1285970436.jpg,,,E1,1aIb4gRWDP__xtB1lyM9fcJhv2yX6QdR7
33,f5903428617.jpg,,,E2,1DugT5Xx0kaMFOjnAEoZqQiDFH3RDj8qi
34,f8317596042.jpg,,,E3,1HBU4kbOzmJ_XyVbZaWXCKnHfdt6z6NwP
35,f9802614753.jpg,,,E4,1l5POo5yBBOCRz7o-30-9o3dZSZBdF9fY
36,f4028156793.jpg,,,E5,1m893PtAQCFp6jA38w4NXf1bElgTLV5-b
37,f2743508619.jpg,,,E6,1djVSc3AVBRmZUFgqGZPYOYjS0Q42xA8s
38,f0795124683.jpg,,,E7,1c9BzwkSL2fIoHJh7bnWvpZK95zNT5ixd
39,f5617498230.jpg,,,E8,1Qis41QAvkSyTF39adq5G2LuWVMKNicLG
40,f6123849075.jpg,,,F1,11yz9AAIExZUCAAI6YQt4xc0JK6SQAkxd
41,f3407691258.jpg,,,F2,1_wN-lBb5pyo9KBnmW1r9yYLcNW_BuRDq
42,f3084157962.jpg,,,F3,1xRqkiKXEW9PkVAh47oD77XDfWuy-tmki
43,f1457092836.jpg,,,F4,10gJgio5-E9lcab-_JWDrNDg-iNud90aI
44,f0178364295.jpg,,,F5,1ZuCNSXcaSrx82UC29kJh2EpXQh1lV-xu
45,f0283561497.jpg,,,F6,1YvyLKf5KNQDMA5ZGnOF39SmR4oi3QX0D
46,f2984716530.jpg,,,F7,1bh3x4bC48sA1cIdxqrczSntI-GnM2mYw
47,f2713058496.jpg,,,F8,1fbw7j0Bx3ySOHH_ecJnO0q0h2zqLKKKK
48,f0729631548.jpg,,,G1,16d5JYYjzvHbZuN6tkIy5suSuzK0swq1E
49,f2760931845.jpg,,,G2,121wyRpggjAAoTWnG6C_fHdcQhGvjxEa1
50,f5672819403.jpg,,,G3,1wpqyI0R7oQpKR-cCCK0WKB12qfksKSiM
51,f8269451703.jpg,,,G4,1H0wZDKVMHQMH0ZKrwaLuLyn_-T_BgPZw
52,f0257193486.jpg,,,G5,1sIpy-rQrYs5EWOZzl3nUpaRH5V-EotL0
53,f8604371925.jpg,,,G6,1j19vpg7OI1Df1wE3CIfq0joJp6UoqNbt
54,f6789135402.jpg,,,G7,1iFxAGCRLr3sK2NdYa8QazbNhh_locnOB
55,f6591278340.jpg,,,G8,1prrtfiH0_ApbUgliNncoxqued5d78HQf
56,f8935714602.jpg,,,H1,1hJf85DPOHXyxxMt9ACxSU-VckHGSEj4r
57,f5641098372.jpg,,,H2,1SJ6EwqazaSpwucZrRGjiDcHsRbvzYJDL
58,f8162403957.jpg,,,H3,1h0RjtF_x9O_3BUwVUOe9lmNFZhBAxMOE
59,f8091327546.jpg,,,H4,1mIq3ZSKgu-9Nj-pznwwC1T9DPHBfva2i
60,f3695072841.jpg,,,H5,1EqfJvs6XmLpbtBZbSQuU2ySo2rJQ39jw
61,f4823517069.jpg,,,H6,1V1YhrsnMP4Et669qGJNrHFCW-M3LBAnC
62,f9312046857.jpg,,,H7,16hVlILNQ3ENRKVFieZO0KV9MAJHx128z
63,f5632170489.jpg,,,H8,1CUEeYot_Sxtwn0dgA-k2Wyph1vfnZcbm
